corpus_id	text
1y5nej0m	prophylaxis with high doses of neutralizing antibody typically offers protection against challenge with viruses producing acute infections in this study we have investigated the ability of the neutralizing human monoclonal antibody kz52 to protect against ebola virus in rhesus macaques this antibody was previously shown to fully protect guinea pigs from infection four rhesus macaques were given 50 mg kg of neutralizing human monoclonal antibody kz52 intravenously 1 d before challenge with 1 000 plaque forming units of ebola virus followed by a second dose of 50 mg kg antibody 4 d after challenge a control animal was exposed to virus in the absence of antibody treatment passive transfer of the neutralizing human monoclonal antibody not only failed to protect macaques against challenge with ebola virus but also had a minimal effect on the explosive viral replication following infection we show that the inability of antibody to impact infection was not due to neutralization escape it appears that ebola virus has a mechanism of infection propagation in vivo in macaques that is uniquely insensitive even to high concentrations of neutralizing antibody
fvfjz7al	background recent international and national events have brought critical attention to the canadian public health system and how prepared the system is to respond to various types of contemporary public health threats this article describes the study design and methods being used to conduct a systems level analysis of public health preparedness in the province of alberta canada the project is being funded under the health research fund alberta heritage foundation for medical research methods design we use an embedded multiple case study design integrating qualitative and quantitative methods to measure empirically the degree of inter organizational coordination existing among public health agencies in alberta canada we situate our measures of inter organizational network ties within a systems level framework to assess the relative influence of inter organizational ties individual organizational attributes and institutional environmental features on public health preparedness the relative contribution of each component is examined for two potential public health threats pandemic influenza and west nile virus discussion the organizational dimensions of public health preparedness depend on a complex mix of individual organizational characteristics inter agency relationships and institutional environmental factors our study is designed to discriminate among these different system components and assess the independent influence of each on the other as well as the overall level of public health preparedness in alberta while all agree that competent organizations and functioning networks are important components of public health preparedness this study is one of the first to use formal network analysis to study the role of inter agency networks in the development of prepared public health systems
lntn11a9	inflammation in the middle ear mucosa which can be provoked by different primary factors such as bacterial and viral infection local allergic reactions and reflux is the crucial event in the pathogenesis of otitis media with effusion ome unresolved acute inflammatory responses or defective immunoregulation of middle inflammation can promote chronic inflammatory processes and stimulate the chronic condition of ome cytokines are the central molecular regulators of middle ear inflammation and can switch the acute phase of inflammation in the chronic stage and induce molecular pathological processes leading to the histopathological changes accompanying ome in this review we present cytokines identified in otitis media immunoregulatory interleukin il 2 il 10 transforming growth factor beta and allergy associated il 4 il 5 granulocyte macrophage colony stimulating factor as crucial molecular regulators responsible for chronic inflammation in the middle ear and the chronic condition of ome
nzk8m912	cognitive dysfunction is common in critically ill patients not only during the acute illness but also long after its resolution a large number of pathophysiologic mechanisms are thought to underlie critical illness associated cognitive dysfunction including neuro transmitter abnormalities and occult diffuse brain injury markers that could be used to evaluate the influence of specific mechanisms in individual patients include serum anticholinergic activity certain brain proteins and tissue sodium concentration determination via high resolution three dimensional magnetic resonance imaging although recent therapeutic advances in this area are exciting they are still too immature to influence patient care additional research is needed if we are to understand better the relative contributions of specific mechanisms to the development of critical illness associated cognitive dysfunction and to determine whether these mechanisms might be amenable to treatment or prevention
ps3mnpzq	protein microarrays provide a versatile method for the analysis of many protein biochemical activities existing dna microarray analytical methods do not translate to protein microarrays due to differences between the technologies here we report a new approach procat which corrects for background bias and spatial artifacts identifies significant signals filters nonspecific spots and normalizes the resulting signal to protein abundance procat provides a powerful and flexible new approach for analyzing many types of protein microarrays
m56agj4z	understanding transcription factor tf mediated control of gene expression remains a major challenge at the interface of computational and experimental biology computational techniques predicting tf binding site specificity are frequently unreliable on the other hand comprehensive experimental validation is difficult and time consuming we introduce a simple strategy that dramatically improves robustness and accuracy of computational binding site prediction first we evaluate the rate of recurrence of computational tfbs predictions by commonly used sampling procedures we find that the vast majority of results are biologically meaningless however clustering results based on nucleotide position improves predictive power additionally we find that positional clustering increases robustness to long or imperfectly selected input sequences positional clustering can also be used as a mechanism to integrate results from multiple sampling approaches for improvements in accuracy over each one alone finally we predict and validate regulatory sequences partially responsible for transcriptional control of the mammalian type a γ aminobutyric acid receptor gaba a r subunit genes positional clustering is useful for improving computational binding site predictions with potential application to improving our understanding of mammalian gene expression in particular predicted regulatory mechanisms in the mammalian gaba a r subunit gene family may open new avenues of research towards understanding this pharmacologically important neurotransmitter receptor system
x2zq0lnt	background with the increased occurrence of outbreaks of h5n1 worldwide there is concern that the virus could enter commercial poultry farms with severe economic consequences methodology principal findings we analyse data from four recent outbreaks of highly pathogenic avian influenza hpai in commercial poultry to estimate the farm to farm reproductive number for hpai the reproductive number is a key measure of the transmissibility of hpai at the farm level because it can be used to evaluate the effectiveness of the control measures in these outbreaks the mean farm to farm reproductive number prior to controls ranged from 1 1 to 2 4 with the maximum farm based reproductive number in the range 2 2 to 3 2 enhanced bio security movement restrictions and prompt isolation of the infected farms in all four outbreaks substantially reduced the reproductive number but it remained close to the threshold value 1 necessary to ensure the disease will be eradicated conclusions significance our results show that depending on the particular situation in which an outbreak of avian influenza occurs current controls might not be enough to eradicate the disease and therefore a close monitoring of the outbreak is required the method we used for estimating the reproductive number is straightforward to implement and can be used in real time it therefore can be a useful tool to inform policy decisions
hf3nytb2	background planning public health responses against pandemic influenza relies on predictive models by which the impact of different intervention strategies can be evaluated research has to date rather focused on producing predictions for certain localities or under specific conditions than on designing a publicly available planning tool which can be applied by public health administrations here we provide such a tool which is reproducible by an explicitly formulated structure and designed to operate with an optimal combination of the competing requirements of precision realism and generality results influsim is a deterministic compartment model based on a system of over 1 000 differential equations which extend the classic seir model by clinical and demographic parameters relevant for pandemic preparedness planning it allows for producing time courses and cumulative numbers of influenza cases outpatient visits applied antiviral treatment doses hospitalizations deaths and work days lost due to sickness all of which may be associated with economic aspects the software is programmed in java operates platform independent and can be executed on regular desktop computers conclusion influsim is an online available software which efficiently assists public health planners in designing optimal interventions against pandemic influenza it can reproduce the infection dynamics of pandemic influenza like complex computer simulations while offering at the same time reproducibility higher computational performance and better operability
byp2eqhd	social insects are able to mount both group level and individual defences against pathogens here we focus on individual defences by presenting a genome wide analysis of immunity in a social insect the honey bee apis mellifera we present honey bee models for each of four signalling pathways associated with immunity identifying plausible orthologues for nearly all predicted pathway members when compared to the sequenced drosophila and anopheles genomes honey bees possess roughly one third as many genes in 17 gene families implicated in insect immunity we suggest that an implied reduction in immune flexibility in bees reflects either the strength of social barriers to disease or a tendency for bees to be attacked by a limited set of highly coevolved pathogens
s4y6uxsb	background ubiquitin and ubiquitin like proteins ubl are designed to modify polypeptides in eukaryotes covalent binding of ubiquitin or ubls to substrate proteins can be reversed by specific hydrolases one particular set of cysteine proteases the ce clan which targets ubiquitin and ubls has homologs in eukaryotes prokaryotes and viruses findings we have cloned and analyzed the e coli protein elad which is distantly related to eukaryotic ce clan members of the ulp senp protease family that are specific for sumo and nedd8 previously misannotated as a putative sulfatase phosphatase elad is an efficient and specific deubiquitinating enzyme in vitro interestingly elad is present in all intestinal pathogenic e coli strains but conspicuously absent from extraintestinal pathogenic strains expecs further homologs of this protease can be found in acanthamoeba polyphaga mimivirus and in alpha beta and gammaproteobacteria conclusion the expression of ulp senp related hydrolases in bacteria therefore extends to plant pathogens and medically relevant strains of escherichia coli legionella pneumophila rickettsiae chlamydiae and salmonellae in which the elad ortholog ssel has recently been identified as a virulence factor with deubiquitinating activity as a counterpoint our phylogenetic and functional examination reveals that ancient eukaryotic ulp senp proteases also have the potential of ubiquitin specific hydrolysis suggesting an early common origin of this peptidase clan
9zmyojbu	a common overlapping site on the n terminal igv like domain of human carcinoembryonic antigen cea related cell adhesion molecules ceacams is targeted by several important human respiratory pathogens these include neisseria meningitidis nm and haemophilus influenzae hi that can cause disseminated or persistent localized infections to define the precise structural features that determine the binding of distinct pathogens with ceacams we have undertaken molecular modelling and mutation of the receptor molecules at previously implicated key target residues required for bacterial binding these include ser 32 tyr 34 val 39 gln 44 and gln 89 in addition to ile 91 the primary docking site for the pathogens most but not all of these residues located adjacent to each other in a previous n domain model of human ceacam1 which was based on rei cd2 and cd4 in the current studies we have refined this model based on the mouse ceacam1 crystal structure and observe that all of the above residues form an exposed continuous binding region on the n domain examination of the model also suggested that substitution of two of these residues 34 and 89 could affect the accessibility of ile 91 for ligand binding by introducing selected mutations at the positions 91 34 and 89 we confirmed the primary importance of ile 91 in all bacterial binding to ceacam1 despite the inter and intraspecies structural differences between the bacterial ceacam binding ligands the studies further indicated that the efficiency of binding was significantly enhanced for specific strains by mutations such as y34f and q89n which also altered the hierarchy of nm versus hi strain binding these studies imply that distinct polymorphisms in human epithelial ceacams have the potential to decrease or increase the risk of infection by the receptor targeting pathogens
4y8ghcpq	the immune reconstitution inflammatory syndrome iris in hiv infected patients initiating antiretroviral therapy art results from restored immunity to specific infectious or non infectious antigens a paradoxical clinical worsening of a known condition or the appearance of a new condition after initiating therapy characterizes the syndrome potential mechanisms for the syndrome include a partial recovery of the immune system or exuberant host immunological responses to antigenic stimuli the overall incidence of iris is unknown but is dependent on the population studied and its underlying opportunistic infectious burden the infectious pathogens most frequently implicated in the syndrome are mycobacteria varicella zoster herpesviruses and cytomegalovirus cmv no single treatment option exists and depends on the underlying infectious agent and its clinical presentation prospective cohort studies addressing the optimal screening and treatment of opportunistic infections in patients eligible for art are currently being conducted these studies will provide evidence for the development of treatment guidelines in order to reduce the burden of iris we review the available literature on the pathogenesis and epidemiology of iris and present treatment options for the more common infectious manifestations of this diverse syndrome and for manifestations associated with a high morbidity
63bos83o	background effective influenza surveillance requires new methods capable of rapid and inexpensive genomic analysis of evolving viral species for pandemic preparedness to understand the evolution of circulating viral species and for vaccine strain selection we have developed one such approach based on previously described broad range reverse transcription pcr electrospray ionization mass spectrometry rt pcr esi ms technology methods and principal findings analysis of base compositions of rt pcr amplicons from influenza core gene segments pb1 pb2 pa m ns np are used to provide sub species identification and infer influenza virus h and n subtypes using this approach we detected and correctly identified 92 mammalian and avian influenza isolates representing 30 different h and n types including 29 avian h5n1 isolates further direct analysis of 656 human clinical respiratory specimens collected over a seven year period 1999 2006 showed correct identification of the viral species and subtypes with 97 sensitivity and specificity base composition derived clusters inferred from this analysis showed 100 concordance to previously established clades ongoing surveillance of samples from the recent influenza virus seasons 2005 2006 showed evidence for emergence and establishment of new genotypes of circulating h3n2 strains worldwide mixed viral quasispecies were found in approximately 1 of these recent samples providing a view into viral evolution conclusion significance thus rapid rt pcr esi ms analysis can be used to simultaneously identify all species of influenza viruses with clade level resolution identify mixed viral populations and monitor global spread and emergence of novel viral genotypes this high throughput method promises to become an integral component of influenza surveillance
hqc7u9w3	despite intensive ongoing research key aspects of the spatial temporal evolution of the 2001 foot and mouth disease fmd epidemic in great britain gb remain unexplained here we develop a markov chain monte carlo mcmc method for estimating epidemiological parameters of the 2001 outbreak for a range of simple transmission models we make the simplifying assumption that infectious farms were completely observed in 2001 equivalent to assuming that farms that were proactively culled but not diagnosed with fmd were not infectious even if some were infected we estimate how transmission parameters varied through time highlighting the impact of the control measures on the progression of the epidemic we demonstrate statistically significant evidence for assortative contact patterns between animals of the same species predictive risk maps of the transmission potential in different geographic areas of gb are presented for the fitted models
87zt7lew	pneumonia virus of mice pvm family paramyxoviridae subfamily pneumovirinae is a natural respiratory pathogen of rodent species and an important new model for the study of severe viral bronchiolitis and pneumonia however despite high virus titers typically detected in infected mouse lung tissue in vivo cell lines used routinely for virus propagation in vitro are not highly susceptible to pvm infection we have evaluated several rodent and primate cell lines for susceptibility to pvm infection and detected highest virus titers from infection of the mouse monocyte macrophage raw 264 7 cell line additionally virus replication in raw 264 7 cells induces the synthesis and secretion of proinflammatory cytokines relevant to respiratory virus disease including tumor necrosis factor α tnf α interferon β ifn β macrophage inflammatory proteins 1α and 1β mip 1α and mip 1β and the functional homolog of human il 8 mouse macrophage inflammatory peptide 2 mip 2 identification and characterization of a rodent cell line that supports the replication of pvm and induces the synthesis of disease related proinflammatory mediators will facilitate studies of molecular mechanisms of viral pathogenesis that will complement and expand on findings from mouse model systems
qbldmef1	background the wide use of affymetrix microarray in broadened fields of biological research has made the probeset annotation an important issue standard affymetrix probeset annotation is at gene level i e a probeset is precisely linked to a gene and probeset intensity is interpreted as gene expression the increased knowledge that one gene may have multiple transcript variants clearly brings up the necessity of updating this gene level annotation to a refined transcript level results through performing rigorous alignments of the affymetrix probe sequences against a comprehensive pool of currently available transcript sequences and further linking the probesets to the international protein index we generated transcript level or protein level annotation tables for two popular affymetrix expression arrays mouse genome 430a 2 0 array and human genome u133a array application of our new annotations in re examining existing expression data sets shows increased expression consistency among synonymous probesets and strengthened expression correlation between interacting proteins conclusion by refining the standard affymetrix annotation of microarray probesets from the gene level to the transcript level and protein level one can achieve a more reliable interpretation of their experimental data which may lead to discovery of more profound regulatory mechanism
i9arl3oi	the thiol disulfide oxidoreductase thioredoxin 1 trx1 is known to be secreted by leukocytes and to exhibit cytokine like properties extracellular effects of trx1 require a functional active site suggesting a redox based mechanism of action however specific cell surface proteins and pathways coupling extracellular trx1 redox activity to cellular responses have not been identified so far using a mechanism based kinetic trapping technique to identify disulfide exchange interactions on the intact surface of living lymphocytes we found that trx1 catalytically interacts with a single principal target protein this target protein was identified as the tumor necrosis factor receptor superfamily member 8 tnfrsf8 cd30 we demonstrate that the redox interaction is highly specific for both trx1 and cd30 and that the redox state of cd30 determines its ability to engage the cognate ligand and transduce signals furthermore we confirm that trx1 affects cd30 dependent changes in lymphocyte effector function thus we conclude that receptor ligand signaling interactions can be selectively regulated by an extracellular redox catalyst
z5klydpi	background the family of ubiquitin like molecules ubls comprises several members each of which has sequence structural or functional similarity to ubiquitin isg15 is a homolog of ubiquitin in vertebrates and is strongly upregulated following induction by type i interferon isg15 can be covalently attached to proteins analogous to ubiquitination and with actual support of ubiquitin conjugating factors specific proteases are able to reverse modification with ubiquitin or ubls by hydrolyzing the covalent bond between their c termini and substrate proteins the tail regions of ubiquitin and isg15 are identical and we therefore hypothesized that promiscuous deubiquitinating proteases dubs might exist capable of recognizing both ubiquitin and isg15 results we have cloned and expressed 22 human dubs representing the major clades of the usp protease family utilizing suicide inhibitors based on ubiquitin and isg15 we have identified usp2 usp5 isot1 usp13 isot3 and usp14 as isg15 reactive proteases in addition to the bona fide isg15 specific protease usp18 ubp43 usp14 is a proteasome associated dub and its isg15 isopeptidase activity increases when complexed with the proteasome conclusions by evolutionary standards isg15 is a newcomer among the ubls and it apparently not only utilizes the conjugating but also the deconjugating machinery of its more established relative ubiquitin functional overlap between these two posttranslational modifiers might therefore be more extensive than previously appreciated and explain the rather innocuous phenotype of isg15 null mice
lz37rh82	the rapidly growing understanding of human genetic pathways including those that mediate cancer biology and drug response leads to an increasing need for extensive and reliable mutation screening on a population or on a single patient basis here we describe s rt melt a novel technology that enables highly expanded enzymatic mutation scanning in human samples for germline or low level somatic mutations or for snp discovery gc clamp containing pcr products from interrogated and wild type samples are hybridized to generate mismatches at the positions of mutations over one or multiple sequences in parallel mismatches are converted to double strand breaks using a dna endonuclease surveyor and oligonucleotide tails are enzymatically attached at the position of mutations a novel application of pcr enables selective amplification of mutation containing dna fragments subsequently melting curve analysis on conventional or nano technology real time pcr platforms detects the samples that contain mutations in a high throughput and closed tube manner we apply s rt melt in the screening of p53 and egfr mutations in cell lines and clinical samples and demonstrate its advantages for rapid multiplexed mutation scanning in cancer and for genetic variation screening in biology and medicine
n9sih438	to identify malaria antigens for vaccine development we selected α helical coiled coil domains of proteins predicted to be present in the parasite erythrocytic stage the corresponding synthetic peptides are expected to mimic structurally native epitopes indeed the 95 chemically synthesized peptides were all specifically recognized by human immune sera though at various prevalence peptide specific antibodies were obtained both by affinity purification from malaria immune sera and by immunization of mice these antibodies did not show significant cross reactions i e they were specific for the original peptide reacted with native parasite proteins in infected erythrocytes and several were active in inhibiting in vitro parasite growth circular dichroism studies indicated that the selected peptides assumed partial or high α helical content thus we demonstrate that the bioinformatics chemical synthesis approach described here can lead to the rapid identification of molecules which target biologically active antibodies thus identifying suitable vaccine candidates this strategy can be in principle extended to vaccine discovery in a wide range of other pathogens
be8rxglx	influenza a viruses are hosted by numerous avian and mammalian species which have shaped their evolution into distinct lineages worldwide the viral genome consists of eight rna segments that are frequently exchanged between different viruses via a process known as genetic reassortment a complete genotype nomenclature is essential to describe gene segment reassortment specialized bioinformatic tools to analyze reassortment are not available which hampers progress in understanding its role in host range virulence and transmissibility of influenza viruses to meet this need we have developed a nomenclature to name influenza a genotypes and implemented a web server flugenome for the assignment of lineages and genotypes flugenome provides functions for the user to interrogate the database in different modalities and get detailed reports on lineages and genotypes these features make flugenome unique in its ability to automatically detect genotype differences attributable to reassortment events in influenza a virus evolution
2ks9iimj	background influenza pandemic preparedness plans are currently developed and refined on national and international levels much attention has been given to the administration of antiviral drugs but contact reduction can also be an effective part of mitigation strategies and has the advantage to be not limited per se the effectiveness of these interventions depends on various factors which must be explored by sensitivity analyses based on mathematical models methods we use the freely available planning tool influsim to investigate how pharmaceutical and non pharmaceutical interventions can mitigate an influenza pandemic in particular we examine how intervention schedules restricted stockpiles and contact reduction social distancing measures and isolation of cases determine the course of a pandemic wave and the success of interventions results a timely application of antiviral drugs combined with a quick implementation of contact reduction measures is required to substantially protract the peak of the epidemic and reduce its height delays in the initiation of antiviral treatment e g because of parsimonious use of a limited stockpile result in much more pessimistic outcomes and can even lead to the paradoxical effect that the stockpile is depleted earlier compared to early distribution of antiviral drugs conclusion pharmaceutical and non pharmaceutical measures should not be used exclusively the protraction of the pandemic wave is essential to win time while waiting for vaccine development and production however it is the height of the peak of an epidemic which can easily overtax general practitioners hospitals or even whole public health systems causing bottlenecks in basic and emergency medical care
1n69h3i3	over the past 15 years dna vaccines have gone from a scientific curiosity to one of the most dynamic research field and may offer new alternatives for the control of parasitic diseases such as leishmaniasis and chagas disease we review here some of the advances and challenges for the development of dna vaccines against these diseases many studies have validated the concept of using dna vaccines for both protection and therapy against these protozoan parasites in a variety of mouse models the challenge now is to translate what has been achieved in these models into veterinary or human vaccines of comparable efficacy also genome mining and new antigen discovery strategies may provide new tools for a more rational search of novel vaccine candidates
yfn8sy1m	reproduction numbers defined as averages of the number of people infected by a typical case play a central role in tracking infectious disease outbreaks the aim of this paper is to develop methods for estimating reproduction numbers which are simple enough that they could be applied with limited data or in real time during an outbreak i present a new estimator for the individual reproduction number which describes the state of the epidemic at a point in time rather than tracking individuals over time and discuss some potential benefits then to capture more of the detail that micro simulations have shown is important in outbreak dynamics i analyse a model of transmission within and between households and develop a method to estimate the household reproduction number defined as the number of households infected by each infected household this method is validated by numerical simulations of the spread of influenza and measles using historical data and estimates are obtained for would be emerging epidemics of these viruses i argue that the household reproduction number is useful in assessing the impact of measures that target the household for isolation quarantine vaccination or prophylactic treatment and measures such as social distancing and school or workplace closures which limit between household transmission all of which play a key role in current thinking on future infectious disease mitigation
dh9n3j23	we conducted a study in the summer of 2004 at county fairs in the midwest to investigate the role poultry exhibits have in spreading avian pathogens to humans a nearly invisible powder pathogen surrogate that fluoresces under uv light was surreptitiously sprinkled each day on 1 show bird at each of 2 fairs a uv light box was used to daily examine the hands of 94 poultry exhibit participants blinded regarding uv box results for up to 4 days during the poultry shows enrollment and end of study questionnaires collected data on pathogen risk factors eight 8 5 of 94 participants had evidence of fluorescent powder contamination 95 confidence interval 2 76 14 26 this contamination and infrequent handwashing practices suggest that county fairs are a possible venue for animal to human pathogen transmission
yya6w976	the human apobec3g protein is an innate anti viral factor that can dominantly inhibit the replication of some endogenous and exogenous retroviruses the prospects of purposefully harnessing such an anti viral defense are under investigation here long term co culture experiments were used to show that porcine endogenous retrovirus perv transmission from pig to human cells is reduced to nearly undetectable levels by expressing human apobec3g in virus producing pig kidney cells inhibition occurred by a deamination independent mechanism likely after particle production but before the virus could immortalize by integration into human genomic dna perv inhibition did not require the dna cytosine deaminase activity of apobec3g and correspondingly apobec3g attributable hypermutations were not detected in contrast over expression of the sole endogenous apobec3 protein of pigs failed to interfere significantly with perv transmission together these data constitute the first proof of principle demonstration that apobec3 proteins can be used to fortify the innate anti viral defenses of cells to prevent the zoonotic transmission of an endogenous retrovirus these studies suggest that human apobec3g transgenic pigs will provide safer perv less xenotransplantation resources and that analogous cross species apobec3 dependent restriction strategies may be useful for thwarting other endogenous as well as exogenous retrovirus infections
wm4c7rk6	background in 2005 huge epizooty of h5n1 hpai occurred in russia it had been clear that territory of russia becoming endemic for h5n1 hpai in 2006 several outbreaks have occurred to develop new vaccines and antiviral therapies animal models had to be investigated we choose highly pathogenic strain for these studies results a duck tuva 01 06 belongs to quinghai like group viruses molecular markers cleavage site k627 in pb2 characterize this virus as highly pathogenic this data was confirmed by direct pathogenic tests ivpi 3 0 mld 50 1 4log10eid 50 also molecular analysis showed sensivity of the virus to adamantanes and neuraminidase inhibitors serological analysis showed wide cross reactivity of this virus with sera produced to h5n1 hpai viruses isolated earlier in south east asia mean time to death of infected animals was 8 19 0 18 days first time acute delayed hemorrhagic syndrome was observed in mice lethal model hypercytokinemia was determined by elevated sera levels of ifn gamma il 6 il 10 conclusion assuming all obtained data we can conclude that basic model parameters were characterized and virus a duck tuva 01 06 can be used to evaluate anti influenza vaccines and therapeutics
9zm4per4	predicting rna secondary structure is often the first step to determining the structure of rna prediction approaches have historically avoided searching for pseudoknots because of the extreme combinatorial and time complexity of the problem yet neglecting pseudoknots limits the utility of such approaches here an algorithm utilizing structure mapping and thermodynamics is introduced for rna pseudoknot prediction that finds the minimum free energy and identifies information about the flexibility of the rna the heuristic approach takes advantage of the 5 to 3 folding direction of many biological rna molecules and is consistent with the hierarchical folding hypothesis and the contact order model mapping methods are used to build and analyze the folded structure for pseudoknots and to add important 3d structural considerations the program can predict some well known pseudoknot structures correctly the results of this study suggest that many functional rna sequences are optimized for proper folding they also suggest directions we can proceed in the future to achieve even better results
noscodew	arginine rich cell penetrating peptides cpps are promising transporters for intracellular delivery of antisense morpholino oligomers pmo here we determined the effect of l arginine d arginine and non α amino acids on cellular uptake splice correction activity cellular toxicity and serum binding for 24 cpp pmos insertion of 6 aminohexanoic acid x or β alanine b residues into oligoarginine r 8 decreased the cellular uptake but increased the splice correction activity of the resulting compound with a greater increase for the sequences containing more x residues cellular toxicity was not observed for any of the conjugates up to 10 μm up to 60 μm only the conjugates with 5 xs exhibited time and concentration dependent toxicity substitution of l arginine with d arginine did not increase uptake or splice correction activity high concentration of serum significantly decreased the uptake and splice correction activity of oligoarginine conjugates but had much less effect on the conjugates containing x or b in summary incorporation of x b into oligoarginine enhanced the antisense activity and serum binding profile of cpp pmo toxicity of x b containing conjugates was affected by the number of xs treatment time and concentration more active stable and less toxic cpps can be designed by optimizing the position and number of r d r x and b residues
kdws9vn2	we ve always wanted to save the world from the scourges of virus infection by developing better drugs and vaccines but fully understanding the intricacies of virus host interactions the first step in achieving this goal requires the ability to view the process on a grand scale the advent of high throughput technologies such as dna microarrays and mass spectrometry provided the first opportunities to obtain such a view here we describe our efforts to use these tools to focus on the changes in cellular gene expression and protein abundance that occur in response to virus infection by examining these changes in a comprehensive manner we have been able to discover exciting new insights into innate immunity interferon and cytokine signaling and the strategies used by viruses to overcome these cellular defenses functional genomics may yet save the world from killer viruses
gyzbzx53	the synthesis and characterization of isotopomer tandem nucleic acid mass tag peptide nucleic acid tnt pna conjugates is described along with their use as electrospray ionisation cleavable esi cleavable hybridization probes for the detection and quantification of target dna sequences by electrospray ionisation tandem mass spectrometry esi ms ms esi cleavable peptide tnt isotopomers were introduced into pna oligonucleotide sequences in a total synthesis approach these conjugates were evaluated as hybridization probes for the detection and quantification of immobilized synthetic target dnas using esi ms ms in these experiments the pna portion of the conjugate acts as a hybridization probe whereas the peptide tnt is released in a collision based process during the ionization of the probe conjugate in the electrospray ion source the cleaved tnt acts as a uniquely resolvable marker to identify and quantify a unique target dna sequence the method should be applicable to a wide variety of assays requiring highly multiplexed quantitative dna rna analysis including gene expression monitoring genetic profiling and the detection of pathogens
l92nlegt	aberrant expression of dna polymerase β a key enzyme involved in base excision repair leads to genetic instability and carcinogenesis pol β expression has been previously shown to be regulated at the level of transcription but there is also evidence of post transcriptional regulation since rat transcripts undergo alternative polyadenylation and the resulting 3 utr contain at least one regulatory element data presented here indicate that rna of the short 3 utr folds to form a strong secondary structure hairpin its regulatory role was established utilizing a luciferase based reporter system further studies led to the identification of a protein factor which binds to this element the anti apoptotic cytoskeleton related protein hax 1 the results of in vitro binding analysis indicate that the formation of the rna protein complex is significantly impaired by disruption of the hairpin motif we demonstrate that hax 1 binds to pol β mrna exclusively in the form of a dimer biochemical analysis revealed the presence of hax 1 in mitochondria but also in the nuclear matrix which along with its transcript binding properties suggests that hax 1 plays a role in post transcriptional regulation of expression of pol β
wnuqe66q	the global public good gpg concept has gained increasing attention in health as well as development circles however it has suffered in finding currency as a general tool for global resource mobilisation and is at risk of being attached to almost anything promoting development this overstretches and devalues the validity and usefulness of the concept this paper first defines gpgs and describes the policy challenge that they pose second it identifies two key areas health r d and communicable disease control in which the gpg concept is clearly relevant and considers the extent to which it has been applied we point out that that while there have been many new initiatives it is not clear that additional resources from non traditional sources have been forthcoming yet achieving this is in effect the entire purpose of applying the gpg concept in global health moreover the proliferation of disease specific programs associated with gpg reasoning has tended to promote vertical interventions at the expense of more general health sector strengthening third we examine two major global health policy initiatives the global fund against aids tuberculosis and malaria gfatm and the bundling of long standing international health goals in the form of millennium development goals mdg asking how the gpg perspective has contributed to defining objectives and strategies we conclude that both initiatives are best interpreted in the context of traditional development assistance and one world rhetoric aside have little to do with the challenge posed by gpgs for health the paper concludes by considering how the gpg concept can be more effectively used to promote global health
zzkkm496	the development of paediatric intensive care has contributed to the improved survival of critically ill children physical and psychological sequelae and consequences for quality of life qol in survivors might be significant as has been determined in adult intensive care unit icu survivors awareness of sequelae due to the original illness and its treatment may result in changes in treatment and support during and after the acute phase to determine the current knowledge on physical and psychological sequelae and the quality of life in survivors of paediatric intensive care we undertook a computerised comprehensive search of online databases for studies reporting sequelae in survivors of paediatric intensive care studies reporting sequelae in paediatric survivors of cardiothoracic surgery and trauma were excluded as were studies reporting only mortality all other studies reporting aspects of physical and psychological sequelae were analysed twenty seven studies consisting of 3 444 survivors met the selection criteria distinct physical and psychological sequelae in patients have been determined and seemed to interfere with quality of life psychological sequelae in parents seem to be common small numbers methodological limitations and quantitative and qualitative heterogeneity hamper the interpretation of data we conclude that paediatric intensive care survivors and their parents have physical and psychological sequelae affecting quality of life further well designed prospective studies evaluating sequelae of the original illness and its treatment are warranted
sabz03c0	background with the development of new technology it has recently become practical to resequence the genome of a bacterium after experimental manipulation it is critical though to know the accuracy of the technique used and to establish confidence that all of the mutations were detected results in order to evaluate the accuracy of genome resequencing using the microarray based comparative genome sequencing service provided by nimblegen systems inc we resequenced the e coli strain w3110 kohara using mg1655 as a reference both of which have been completely sequenced using traditional sequencing methods cgs detected 7 of 8 small sequence differences one large deletion and 9 of 12 is element insertions present in w3110 but did not detect a large chromosomal inversion in addition we confirmed that cgs also detected 2 snps one deletion and 7 is element insertions that are not present in the genome sequence which we attribute to changes that occurred after the creation of the w3110 lambda clone library the false positive rate for snps was one per 244 kb of genome sequence conclusion cgs is an effective way to detect multiple mutations present in one bacterium relative to another and while highly cost effective is prone to certain errors mutations occurring in repeated sequences or in sequences with a high degree of secondary structure may go undetected it is also critical to follow up on regions of interest in which snps were not called because they often indicate deletions or is element insertions
