corpus_id	text	dbpedia_uri	note
337	allido records allido records is a record label and production company the company was started by dj and producer mark ronson and rich kleiman a television internet and music businessman the label got its name allido from the stevie wonder song all i do rapper saigon was the first artist signed to allido records but left soon after and is now signed to just blaze s fort knox entertainment in conjunction with clive davis j records allido signed chicago based rapper rhymefest who is best known as the co writer for kanye west s jesus walks rhymefest s first album under allido was released july 11 2006 under the title of blue collar allido has also signed australian born soul singer daniel merriweather other projects in the works from ronson and kleiman are the soundtrack to gap s lates	http://dbpedia.org/resource/Allido_Records	Allido Records is a record label and production company. The company was started by DJ and producer Mark Ronson and Rich Kleiman, a television, internet and music businessman. The label got its name \"Allido\" from the Stevie Wonder song \"All I Do\". Rapper Saigon was the first artist signed to Allido Records, but left soon after, and is now signed to Just Blaze's Fort Knox Entertainment. In conjunction with Clive Davis’ J Records, Allido signed Chicago-based rapper Rhymefest, who is best known as the co-writer for Kanye West's Jesus Walks. Rhymefest's first album, under Allido, was released July 11, 2006, under the title of Blue Collar. Allido has also signed Australian-born soul singer Daniel Merriweather. Other projects in the works from Ronson and Kleiman are the soundtrack to Gap's lates
338	interscope records interscope records is an american record label owned by universal music group through its interscope geffen a m imprint founded in late 1990 by jimmy iovine and ted field as a 20 million joint venture with atlantic records of warner music group and interscope communications it differed from most record companies by letting a r staff control decisions and allowing artists and producers full creative control its first hit records arrived in under a year and it achieved profitability in 1993 chair and ceo until may 2014 iovine was succeeded by john janick	http://dbpedia.org/resource/Interscope_Records	Interscope Records is an American record label owned by Universal Music Group through its Interscope Geffen A&M imprint. Founded in late 1990 by Jimmy Iovine and Ted Field as a $20 million joint venture with Atlantic Records of Warner Music Group and Interscope Communications, it differed from most record companies by letting A&R staff control decisions and allowing artists and producers full creative control. Its first hit records arrived in under a year, and it achieved profitability in 1993. Chair and CEO until May 2014, Iovine was succeeded by John Janick.
339	arizona cardinals the arizona cardinals are a professional american football team based in the phoenix metropolitan area the cardinals compete in the national football league nfl as a member of the national football conference nfc west division and play their home games at state farm stadium in glendale a suburb northwest of phoenix	http://dbpedia.org/resource/Arizona_Cardinals	The Arizona Cardinals are a professional American football team based in the Phoenix metropolitan area. The Cardinals compete in the National Football League (NFL) as a member of the National Football Conference (NFC) West division, and play their home games at State Farm Stadium in Glendale, a suburb northwest of Phoenix.
340	florida gators football		
341	dallas cowboys dallas dls is the third largest city in texas and the largest city in the dallasfort worth metroplex the fourth largest metropolitan area in the united states at 7 5 million people it is the largest city in and seat of dallas county with portions extending into collin denton kaufman and rockwall counties with a 2020 census population of 1 304 379 it is the ninth most populous city in the u s and the third largest in texas after houston and san antonio located in the north texas region the city of dallas is the main core of the largest metropolitan area in the southern united states and the largest inland metropolitan area in the u s that lacks any navigable link to the sea	http://dbpedia.org/resource/Dallas	Dallas (/ˈdæləs/) is the third largest city in Texas and the largest city in the Dallas–Fort Worth metroplex, the fourth-largest metropolitan area in the United States at 7.5 million people. It is the largest city in and seat of Dallas County with portions extending into Collin, Denton, Kaufman and Rockwall counties. With a 2020 census population of 1,304,379, it is the ninth most-populous city in the U.S. and the third-largest in Texas after Houston and San Antonio. Located in the North Texas region, the city of Dallas is the main core of the largest metropolitan area in the southern United States and the largest inland metropolitan area in the U.S. that lacks any navigable link to the sea.
342	irish		
343	ulster scots dialects ulster scots or ulster scots ulstr scotch irish albainis uladh also known as ulster scotch and ullans is the dialect of scots spoken in parts of ulster in northern ireland and the republic of ireland it is generally considered a dialect or group of dialects of scots although groups such as the ulster scots language society and ulster scots academy consider it a language in its own right and the ulster scots agency and former department of culture arts and leisure have used the term ulster scots language	http://dbpedia.org/resource/Ulster_Scots_dialect	Ulster Scots or Ulster-Scots (Ulstèr-Scotch, Irish: Albainis Uladh), also known as Ulster Scotch and Ullans, is the dialect of Scots spoken in parts of Ulster in Northern Ireland and the Republic of Ireland. It is generally considered a dialect or group of dialects of Scots, although groups such as the Ulster-Scots Language Society and Ulster-Scots Academy consider it a language in its own right, and the Ulster-Scots Agency and former Department of Culture, Arts and Leisure have used the term Ulster-Scots language.
344	drug overdose a drug overdose overdose or od is the ingestion or application of a drug or other substance in quantities much greater than are recommended typically it is used for cases when a risk to health will potentially result an overdose may result in a toxic state or death	http://dbpedia.org/resource/Drug_overdose	A drug overdose (overdose or OD) is the ingestion or application of a drug or other substance in quantities much greater than are recommended. Typically it is used for cases when a risk to health will potentially result. An overdose may result in a toxic state or death.
345	edmonton oilers the edmonton oilers are a professional ice hockey team based in edmonton the oilers compete in the national hockey league nhl as a member of the pacific division of the western conference they play their home games at rogers place which opened in 2016 their current head coach jay woodcroft was hired on february 11 2022 and ken holland was named as the general manager on may 7 2019 the oilers are one of two nhl franchises based in alberta the other being the calgary flames their close proximity to each other has led to a fierce rivalry known as the battle of alberta	http://dbpedia.org/resource/Edmonton_Oilers	The Edmonton Oilers are a professional ice hockey team based in Edmonton. The Oilers compete in the National Hockey League (NHL) as a member of the Pacific Division of the Western Conference. They play their home games at Rogers Place, which opened in 2016. Their current head coach Jay Woodcroft was hired on February 11, 2022, and Ken Holland was named as the general manager on May 7, 2019. The Oilers are one of two NHL franchises based in Alberta, the other being the Calgary Flames; their close proximity to each other has led to a fierce rivalry known as the \"Battle of Alberta\".
346	peter griffin peter lwenbru griffin born justin peter griffin is a fictional character and the main protagonist of the american animated sitcom family guy he is voiced by the series creator seth macfarlane and first appeared on television along with the rest of the griffin family in the 15 minute pilot pitch of family guy on december 20 1998 peter was created and designed by macfarlane himself macfarlane was asked to pitch a pilot to the fox broadcasting company based on larry steve a short made by macfarlane which featured a middle aged character named larry and an intellectual dog steve after the pilot was given the green light the griffin family appeared in the episode death has a shadow	http://dbpedia.org/resource/Peter_Griffin	Peter Löwenbräu Griffin, born Justin Peter Griffin, is a fictional character and the main protagonist of the American animated sitcom Family Guy. He is voiced by the series' creator, Seth MacFarlane, and first appeared on television, along with the rest of the Griffin family, in the 15-minute pilot pitch of Family Guy on December 20, 1998. Peter was created and designed by MacFarlane himself. MacFarlane was asked to pitch a pilot to the Fox Broadcasting Company based on Larry & Steve, a short made by MacFarlane which featured a middle-aged character named Larry and an intellectual dog, Steve. After the pilot was given the green light, the Griffin family appeared in the episode \"Death Has a Shadow\".
347	mickey mcfinnegan		
348	stewie griffin stewart gilligan griffin is a fictional character from the animated television series family guy he was born in 1998 and is voiced by the series creator seth macfarlane and first appeared on television along with the rest of the griffin family in a 15 minute short on december 20 1998 stewie was created and designed by macfarlane himself who was asked to pitch a pilot to the fox broadcasting company based on the life of larry and larry steve two shorts made by macfarlane featuring a middle aged man named larry and an intellectual dog steve after the pilot was given the green light the griffin family appeared in the episode death has a shadow	http://dbpedia.org/resource/Stewie_Griffin	Stewart Gilligan Griffin is a fictional character from the animated television series Family Guy. He was born in 1998 and is voiced by the series creator Seth MacFarlane and first appeared on television, along with the rest of the Griffin family, in a 15-minute short on December 20, 1998. Stewie was created and designed by MacFarlane himself, who was asked to pitch a pilot to the Fox Broadcasting Company, based on The Life of Larry and Larry & Steve, two shorts made by MacFarlane featuring a middle-aged man named Larry and an intellectual dog, Steve. After the pilot was given the green light, the Griffin family appeared in the episode \"Death Has a Shadow\".
349	jake tucker		
350	glenn quagmire glenn quagmire often referred to by just his surname is a fictional character from the american adult animated series family guy he is a neighbor and friend of the griffin family and is best known for his hypersexuality and his catchphrase giggity the show s creator and voice actor seth macfarlane describes him as an appalling human being who is still caught in the rat pack era based on anachronistic 1950s party animal clichs the episode tiegs for two revealed that the surname quagmire was originally the polish surname quagglechek or quaggleczyk the suffix czyk indicating a diminutive in the polish language	http://dbpedia.org/resource/Glenn_Quagmire	Glenn Quagmire, often referred to by just his surname, is a fictional character from the American adult animated series Family Guy. He is a neighbor and friend of the Griffin family and is best known for his hypersexuality and his catchphrase, \"Giggity\". The show's creator and voice actor Seth MacFarlane describes him as \"an appalling human being who is still caught in the Rat Pack era\" based on anachronistic 1950s party-animal clichés. The episode \"Tiegs for Two\" revealed that the surname Quagmire was originally the Polish surname Quagglechek or Quaggleczyk, the suffix -czyk indicating a diminutive in the Polish language.
351	carter pewterschmidt		
352	stan smith stanley roger smith born december 14 1946 is an american former professional tennis player smith is best known to non tennis players as the namesake of a popular brand of tennis shoes a world no 1 player and two time major singles champion at the 1971 us open and 1972 wimbledon championships smith also paired with bob lutz to create one of the most successful doubles teams of all time in 1970 smith won the inaugural year end championships title in 1972 he was the year end world no 1 singles player in 1973 he won his second and last year end championship title at the dallas wct finals in addition he won four grand prix championship series titles in his early years he improved his tennis game through lessons from pancho segura the pasadena tennis patrons and the sponsors	http://dbpedia.org/resource/Stan_Smith	Stanley Roger Smith (born December 14, 1946) is an American former professional tennis player. Smith is best known to non-tennis players as the namesake of a popular brand of tennis shoes. A world No. 1 player and two-time major singles champion (at the 1971 US Open and 1972 Wimbledon Championships), Smith also paired with Bob Lutz to create one of the most successful doubles teams of all-time. In 1970, Smith won the inaugural year-end championships title. In 1972, he was the year-end world No. 1 singles player. In 1973, he won his second and last year end championship title at the Dallas WCT Finals. In addition, he won four Grand Prix Championship Series titles. In his early years he improved his tennis game through lessons from Pancho Segura, the Pasadena Tennis Patrons, and the sponsors
353	tom tucker		
354	kevin swanson		
355	brian griffin h brian griffin is a fictional character from the american animated television series family guy an anthropomorphic white labrador retriever voiced by seth macfarlane he is one of the show s main characters as a member of the griffin family he primarily works in the series as a less than adept writer struggling to find himself attempting essays novels screenplays and newspaper articles	http://dbpedia.org/resource/Brian_Griffin	H. Brian Griffin is a fictional character from the American animated television series Family Guy. An anthropomorphic white labrador retriever voiced by Seth MacFarlane, he is one of the show's main characters as a member of the Griffin family. He primarily works in the series as a less-than-adept writer struggling to find himself, attempting essays, novels, screenplays, and newspaper articles.
356	jazz jazz is a music genre that originated in the african american communities of new orleans louisiana in the late 19th and early 20th centuries with its roots in blues and ragtime since the 1920s jazz age it has been recognized as a major form of musical expression in traditional and popular music jazz is characterized by swing and blue notes complex chords call and response vocals polyrhythms and improvisation jazz has roots in european harmony and african rhythmic rituals	http://dbpedia.org/resource/Jazz	Jazz is a music genre that originated in the African-American communities of New Orleans, Louisiana in the late 19th and early 20th centuries, with its roots in blues and ragtime. Since the 1920s Jazz Age, it has been recognized as a major form of musical expression in traditional and popular music. Jazz is characterized by swing and blue notes, complex chords, call and response vocals, polyrhythms and improvisation. Jazz has roots in European harmony and African rhythmic rituals.
357	colorado		
358	steel string acoustic guitar the steel string acoustic guitar is a modern form of guitar that descends from the gut strung romantic guitar but is strung with steel strings for a brighter louder sound like the modern classical guitar it is often referred to simply as an acoustic guitar the most common type is often called a flat top guitar to distinguish it from the more specialized archtop guitar and other variations	http://dbpedia.org/resource/Steel-string_acoustic_guitar	The steel-string acoustic guitar is a modern form of guitar that descends from the gut-strung Romantic guitar, but is strung with steel strings for a brighter, louder sound. Like the modern classical guitar, it is often referred to simply as an acoustic guitar. The most common type is often called a flat top guitar, to distinguish it from the more specialized archtop guitar and other variations.
359	robert kraft robert kenneth kraft born june 5 1941 is an american billionaire businessman he is the chairman and chief executive officer ceo of the kraft group a diversified holding company with assets in paper and packaging sports and entertainment real estate development and a private equity portfolio since 1994 he has owned the new england patriots of national football league nfl kraft also owns the new england revolution of major league soccer mls which he founded in 1996 and the esport based boston uprising which he founded in 2017 as of 2022 he has a net worth of 10 6 billion	http://dbpedia.org/resource/Robert_Kraft	Robert Kenneth Kraft (born June 5, 1941) is an American billionaire businessman. He is the chairman and chief executive officer (CEO) of the Kraft Group, a diversified holding company with assets in paper and packaging, sports and entertainment, real estate development, and a private equity portfolio. Since 1994, he has owned the New England Patriots of National Football League (NFL). Kraft also owns the New England Revolution of Major League Soccer (MLS), which he founded in 1996, and the esport-based Boston Uprising, which he founded in 2017. As of 2022, he has a net worth of $10.6 billion.
360	tirana tirana trn tih rah n albanian pronunciation tiana gheg albanian tirona is the capital and largest city of albania it is located in the centre of the country enclosed by mountains and hills with dajti rising to the east and a slight valley to the northwest overlooking the adriatic sea in the distance due to its location at the plain of tirana and the close proximity to the mediterranean sea the city is particularly influenced by a mediterranean seasonal climate it is among the wettest and sunniest cities in europe with 2 544 hours of sun per year	http://dbpedia.org/resource/Tirana	Tirana (/tɪˈrɑːnə/ tih-RAH-nə, Albanian pronunciation: [tiˈɾana]; Gheg Albanian: Tirona) is the capital and largest city of Albania. It is located in the centre of the country, enclosed by mountains and hills with Dajti rising to the east and a slight valley to the northwest overlooking the Adriatic Sea in the distance. Due to its location at the Plain of Tirana and the close proximity to the Mediterranean Sea, the city is particularly influenced by a Mediterranean seasonal climate. It is among the wettest and sunniest cities in Europe, with 2,544 hours of sun per year.
361	west windsor plainsboro high school north west windsor is a township in mercer county new jersey united states located within the raritan valley region the township is an outer ring suburb of new york city in the new york metropolitan area as defined by the united states census bureau as of the 2010 united states census the township s population was 27 165 reflecting an increase of 5 258 24 0 from the 21 907 counted in the 2000 census which had in turn increased by 5 886 36 7 from the 16 021 counted in the 1990 census	http://dbpedia.org/resource/West_Windsor,_New_Jersey	West Windsor is a township in Mercer County, New Jersey, United States. Located within the Raritan Valley region, the township is an outer-ring suburb of New York City in the New York metropolitan area, as defined by the United States Census Bureau. As of the 2010 United States Census, the township's population was 27,165, reflecting an increase of 5,258 (+24.0%) from the 21,907 counted in the 2000 Census, which had in turn increased by 5,886 (+36.7%) from the 16,021 counted in the 1990 Census.
362	st joseph high school		
363	solebury school solebury school is a co educational private boarding and day school located on a 140 acre 57 ha campus in solebury township bucks county pennsylvania in the united states solebury school s academic program features a college preparatory curriculum with courses and electives in various subjects and a focus on interdisciplinary and experiential education models	http://dbpedia.org/resource/Solebury_School	Solebury School is a co-educational private boarding and day school located on a 140-acre (57 ha) campus in Solebury Township, Bucks County, Pennsylvania, in the United States. Solebury School's academic program features a college-preparatory curriculum with courses and electives in various subjects and a focus on interdisciplinary and experiential education models.
364	the sea of monsters		
365	film director a film director controls a film s artistic and dramatic aspects and visualizes the screenplay or script while guiding the film crew and actors in the fulfilment of that vision the director has a key role in choosing the cast members production design and all the creative aspects of filmmaking the film director gives direction to the cast and crew and creates an overall vision through which a film eventually becomes realized or noticed directors need to be able to mediate differences in creative visions and stay within the budget	http://dbpedia.org/resource/Film_director	A film director controls a film's artistic and dramatic aspects and visualizes the screenplay (or script) while guiding the film crew and actors in the fulfilment of that vision. The director has a key role in choosing the cast members, production design and all the creative aspects of filmmaking. The film director gives direction to the cast and crew and creates an overall vision through which a film eventually becomes realized or noticed. Directors need to be able to mediate differences in creative visions and stay within the budget.
366	illustrator		
367	artist		
368	film producer a film producer is a person who oversees film production either employed by a production company or working independently producers plan and coordinate various aspects of film production such as selecting the script coordinating writing directing editing and arranging financing producers cannot always supervise all of the production in this case the primary producer or executive producer may hire and delegate work to associate producers assistant producers line producers or unit production managers	http://dbpedia.org/resource/Film_producer	A film producer is a person who oversees film production. Either employed by a production company or working independently, producers plan and coordinate various aspects of film production, such as selecting the script, coordinating writing, directing, editing, and arranging financing. Producers cannot always supervise all of the production. In this case, the primary producer or executive producer may hire and delegate work to associate producers, assistant producers, line producers, or unit production managers.
369	actor		
370	printmaker printmaking is the process of creating artworks by printing normally on paper but also on fabric wood metal and other surfaces traditional printmaking normally covers only the process of creating prints using a hand processed technique rather than a photographic reproduction of a visual artwork which would be printed using an electronic machine a printer however there is some cross over between traditional and digital printmaking including risograph except in the case of monotyping all printmaking processes have the capacity to produce identical multiples of the same artwork which is called a print each print produced is considered an original work of art and is correctly referred to as an impression not a copy that means a different print copying the first comm	http://dbpedia.org/resource/Printmaking	Printmaking is the process of creating artworks by printing, normally on paper, but also on fabric, wood, metal, and other surfaces. \"Traditional printmaking\" normally covers only the process of creating prints using a hand processed technique, rather than a photographic reproduction of a visual artwork which would be printed using an electronic machine (a printer); however, there is some cross-over between traditional and digital printmaking, including risograph. Except in the case of monotyping, all printmaking processes have the capacity to produce identical multiples of the same artwork, which is called a print. Each print produced is considered an \"original\" work of art, and is correctly referred to as an \"impression\", not a \"copy\" (that means a different print copying the first, comm
371	cinematographer the cinematographer or director of photography sometimes shortened to dp or dop is the person responsible for the photographing or recording of a film television production music video or other live action piece the cinematographer is the chief of the camera and light crews working on such projects and would normally be responsible for making artistic and technical decisions related to the image and for selecting the camera film stock lenses filters etc the study and practice of this field is referred to as cinematography	http://dbpedia.org/resource/Cinematographer	The cinematographer or director of photography (sometimes shortened to DP or DOP) is the person responsible for the photographing or recording of a film, television production, music video or other live action piece. The cinematographer is the chief of the camera and light crews working on such projects and would normally be responsible for making artistic and technical decisions related to the image and for selecting the camera, film stock, lenses, filters, etc. The study and practice of this field is referred to as cinematography.
372	painter		
373	screenwriter a screenplay writer also called screenwriter scriptwriter scribe or scenarist is a writer who practices the craft of screenwriting writing screenplays on which mass media such as films television programs and video games are based	http://dbpedia.org/resource/Screenwriter	A screenplay writer (also called screenwriter, scriptwriter, scribe or scenarist) is a writer who practices the craft of screenwriting, writing screenplays on which mass media, such as films, television programs and video games, are based.
374	sculptor		
375	girl with a pearl earring		
376	fall		
377	a good woman		
378	a love song for bobby long a love song is a song about romantic love falling in love heartbreak after a breakup and the feelings that these experiences bring a comprehensive list of even the best known performers and composers of love songs would be a large order love songs can be found in a variety of different music genres	http://dbpedia.org/resource/Love_song	A love song is a song about romantic love, falling in love, heartbreak after a breakup, and the feelings that these experiences bring. A comprehensive list of even the best known performers and composers of love songs would be a large order. Love songs can be found in a variety of different music genres.
379	don jon s addiction don jon is a 2013 american romantic comedy drama film written and directed by joseph gordon levitt in his feature directorial debut the film stars gordon levitt scarlett johansson and julianne moore with rob brown glenne headly brie larson and tony danza in supporting roles the film premiered under its original title don jon s addiction at the sundance film festival on january 18 2013 and was released in the united states on september 27 2013 the film grossed 41 million worldwide and received generally positive reviews from critics	http://dbpedia.org/resource/Don_Jon	Don Jon is a 2013 American romantic comedy-drama film written and directed by Joseph Gordon-Levitt in his feature directorial debut. The film stars Gordon-Levitt, Scarlett Johansson, and Julianne Moore, with Rob Brown, Glenne Headly, Brie Larson, and Tony Danza in supporting roles. The film premiered under its original title Don Jon's Addiction at the Sundance Film Festival on January 18, 2013, and was released in the United States on September 27, 2013. The film grossed $41 million worldwide and received generally positive reviews from critics.
380	eight legged freaks		
381	ghost world		
382	captain america the winter soldier captain america is a superhero appearing in american comic books published by marvel comics created by cartoonists joe simon and jack kirby the character first appeared in 1 cover dated march 1941 from timely comics a predecessor of marvel comics captain america was designed as a patriotic supersoldier who often fought the axis powers of world war ii and was timely comics most popular character during the wartime period the popularity of superheroes waned following the war and the captain america comic book was discontinued in 1950 with a short lived revival in 1953 since marvel comics revived the character in 1964 captain america has remained in publication	http://dbpedia.org/resource/Captain_America	Captain America is a superhero appearing in American comic books published by Marvel Comics. Created by cartoonists Joe Simon and Jack Kirby, the character first appeared in #1 (cover dated March 1941) from Timely Comics, a predecessor of Marvel Comics. Captain America was designed as a patriotic supersoldier who often fought the Axis powers of World War II and was Timely Comics' most popular character during the wartime period. The popularity of superheroes waned following the war, and the Captain America comic book was discontinued in 1950, with a short-lived revival in 1953. Since Marvel Comics revived the character in 1964, Captain America has remained in publication.
383	an american rhapsody american rhapsody was written for the accordion by john serry sr in 1955 and subsequently transcribed for the free bass accordion in 1963 and for the piano in 2002 the composer was inspired by the classical orchestral works of george gershwin along with various latin jazz percussive rhythms utilized throughout south america while composing this opus see rhapsody in blue	http://dbpedia.org/resource/American_Rhapsody	American Rhapsody was written for the accordion by John Serry Sr. in 1955 and subsequently transcribed for the free bass accordion in 1963 and for the piano in 2002. The composer was inspired by the classical orchestral works of George Gershwin along with various Latin Jazz percussive rhythms utilized throughout South America while composing this opus (see Rhapsody in Blue).
384	nathan deal john nathan deal born august 25 1942 is an american lawyer and politician who served as the 82nd governor of georgia from 2011 to 2019 he was elected to the united states house of representatives as a member of the democratic party in 1992 and switched to the republican party in 1995 on march 1 2010 deal announced his resignation from congress to run for governor of georgia deal won his re election campaign for governor in 2014 against democrat jason carter he was succeeded by then secretary of state brian kemp	http://dbpedia.org/resource/Nathan_Deal	John Nathan Deal (born August 25, 1942) is an American lawyer and politician who served as the 82nd governor of Georgia from 2011 to 2019. He was elected to the United States House of Representatives as a member of the Democratic Party in 1992 and switched to the Republican Party in 1995. On March 1, 2010, Deal announced his resignation from Congress to run for Governor of Georgia. Deal won his re-election campaign for governor in 2014 against Democrat Jason Carter. He was succeeded by then-Secretary of State Brian Kemp.
385	regent s park a regent from latin regens ruling governing is a person appointed to govern a state pro tempore latin for the time being because the monarch is a minor absent incapacitated or unable to discharge the powers and duties of the monarchy or the throne is vacant and the new monarch has not yet been determined one variation is in the monarchy of liechtenstein where a competent monarch may chose to assign regency to their of age heir handing over the majority of their responsibilities to prepare the heir for future succession the rule of a regent or regents is called a regency a regent or regency council may be formed ad hoc or in accordance with a constitutional rule regent is sometimes a formal title granted to a monarch s most trusted advisor or personal assistant if the reg	http://dbpedia.org/resource/Regent	A regent (from Latin regens: ruling, governing) is a person appointed to govern a state pro tempore (Latin: 'for the time being') because the monarch is a minor, absent, incapacitated or unable to discharge the powers and duties of the monarchy, or the throne is vacant and the new monarch has not yet been determined. One variation is in the Monarchy of Liechtenstein, where a competent monarch may chose to assign regency to their of-age heir, handing over the majority of their responsibilities to prepare the heir for future succession. The rule of a regent or regents is called a regency. A regent or regency council may be formed ad hoc or in accordance with a constitutional rule. Regent is sometimes a formal title granted to a monarch's most trusted advisor or personal assistant. If the reg
386	tower of london		
387	buckingham palace buckingham palace uk bkm is a london royal residence and the administrative headquarters of the monarch of the united kingdom located in the city of westminster the palace is often at the centre of state occasions and royal hospitality it has been a focal point for the british people at times of national rejoicing and mourning	http://dbpedia.org/resource/Buckingham_Palace	Buckingham Palace (UK: /ˈbʌkɪŋəm/) is a London royal residence and the administrative headquarters of the monarch of the United Kingdom. Located in the City of Westminster, the palace is often at the centre of state occasions and royal hospitality. It has been a focal point for the British people at times of national rejoicing and mourning.
388	palace of westminster westminster is an area of central london part of the wider city of westminster the area which extends from the river thames to oxford street has many visitor attractions and historic landmarks including the palace of westminster buckingham palace westminster abbey westminster cathedral and much of the west end shopping and entertainment district westminster is often used as a metonym to refer to the parliament of the united kingdom in the palace of westminster	http://dbpedia.org/resource/Westminster	Westminster is an area of Central London, part of the wider City of Westminster. The area, which extends from the River Thames to Oxford Street, has many visitor attractions and historic landmarks, including the Palace of Westminster, Buckingham Palace, Westminster Abbey, Westminster Cathedral and much of the West End shopping and entertainment district. Westminster is often used as a metonym to refer to the Parliament of the United Kingdom, in the Palace of Westminster.
389	london eye the london eye or the millennium wheel is a cantilevered observation wheel on the south bank of the river thames in london it is europe s tallest cantilevered observation wheel and is the most popular paid tourist attraction in the united kingdom with over 3 million visitors annually it has made many appearances in popular culture the london eye used to offer the highest public viewing point in london until it was superseded by the 245 metre high 804 ft observation deck on the 72nd floor of the shard which opened to the public on 1 february 2013	http://dbpedia.org/resource/London_Eye	The London Eye, or the Millennium Wheel, is a cantilevered observation wheel on the South Bank of the River Thames in London. It is Europe's tallest cantilevered observation wheel, and is the most popular paid tourist attraction in the United Kingdom with over 3 million visitors annually. It has made many appearances in popular culture. The London Eye used to offer the highest public viewing point in London until it was superseded by the 245-metre-high (804 ft) observation deck on the 72nd floor of The Shard, which opened to the public on 1 February 2013.
390	tower bridge tower bridge is a grade i listed combined bascule and suspension bridge in london built between 1886 and 1894 designed by horace jones and engineered by john wolfe barry with the help of henry marc brunel it crosses the river thames close to the tower of london and is one of five london bridges owned and maintained by the bridge house estates a charitable trust founded in 1282 the bridge was constructed to give better access to the east end of london which had expanded its commercial potential in the 19th century the bridge was opened by edward prince of wales and alexandra princess of wales in 1894	http://dbpedia.org/resource/Tower_Bridge	Tower Bridge is a Grade I listed combined bascule and suspension bridge in London, built between 1886 and 1894, designed by Horace Jones and engineered by John Wolfe Barry with the help of Henry Marc Brunel. It crosses the River Thames close to the Tower of London and is one of five London bridges owned and maintained by the Bridge House Estates, a charitable trust founded in 1282. The bridge was constructed to give better access to the East End of London, which had expanded its commercial potential in the 19th century. The bridge was opened by Edward, Prince of Wales and Alexandra, Princess of Wales in 1894.
391	hyde park hyde park is a grade i listed major park in westminster greater london the largest of the four royal parks that form a chain from the entrance to kensington palace through kensington gardens and hyde park via hyde park corner and green park past the main entrance to buckingham palace the park is divided by the serpentine and the long water lakes	http://dbpedia.org/resource/Hyde_Park,_London	Hyde Park is a Grade I-listed major park in Westminster, Greater London, the largest of the four Royal Parks that form a chain from the entrance to Kensington Palace through Kensington Gardens and Hyde Park, via Hyde Park Corner and Green Park past the main entrance to Buckingham Palace. The park is divided by the Serpentine and the Long Water lakes.
392	westminster abbey westminster abbey formally titled the collegiate church of saint peter at westminster is a large mainly gothic abbey church in the city of westminster london england just to the west of the palace of westminster it is one of the united kingdom s most notable religious buildings and a burial site for english and later british monarchs since the coronation of william the conqueror in 1066 all coronations of english and british monarchs have occurred in westminster abbey have occurred at the abbey since 1100	http://dbpedia.org/resource/Westminster_Abbey	Westminster Abbey, formally titled the Collegiate Church of Saint Peter at Westminster, is a large, mainly Gothic abbey church in the City of Westminster, London, England, just to the west of the Palace of Westminster. It is one of the United Kingdom's most notable religious buildings and a burial site for English and, later, British monarchs. Since the coronation of William the Conqueror in 1066, all coronations of English and British monarchs have occurred in Westminster Abbey. have occurred at the abbey since 1100.
393	st paul s cathedral paul previously called saul of tarsus c 5 c 64 65 ad commonly known as paul the apostle and saint paul was a christian apostle who spread the teachings of jesus in the first century world generally regarded as one of the most important figures of the apostolic age he founded several christian communities in asia minor and europe from the mid 40s to the mid 50s ad	http://dbpedia.org/resource/Paul_the_Apostle	Paul (previously called Saul of Tarsus; c. 5 – c. 64/65 AD), commonly known as Paul the Apostle and Saint Paul, was a Christian apostle who spread the teachings of Jesus in the first-century world. Generally regarded as one of the most important figures of the Apostolic Age, he founded several Christian communities in Asia Minor and Europe from the mid-40s to the mid-50s AD.
394	trafalgar square trafalgar square trflr tr fal gr is a public square in the city of westminster central london laid out in the early 19th century around the area formerly known as charing cross at its centre is a high column bearing a statue of admiral nelson commemorating the victory at the battle of trafalgar the battle of 21 october 1805 established the british navy s dominance at sea in the napoleonic wars over the fleets of france and spain	http://dbpedia.org/resource/Trafalgar_Square	Trafalgar Square (/trəˈfælɡər/ trə-FAL-gər) is a public square in the City of Westminster, Central London, laid out in the early 19th century around the area formerly known as Charing Cross. At its centre is a high column bearing a statue of Admiral Nelson commemorating the victory at the Battle of Trafalgar. The battle of 21 October 1805, established the British navy's dominance at sea in the Napoleonic Wars over the fleets of France and Spain.
395	happily married man happily married french c est comme a que je t aime is a canadian crime comedy drama series which premiered on ici tou tv in 2020	http://dbpedia.org/resource/Happily_Married_(TV_series)	Happily Married (French: C'est comme ça que je t'aime) is a Canadian crime comedy-drama series, which premiered on Ici TOU.TV in 2020.
396	goin down slow		
397	mean old world feat duane allman howard duane allman november 20 1946 october 29 1971 was an american rock guitarist session musician and the founder and original leader of the allman brothers band for which he was inducted into the rock and roll hall of fame in 1995	http://dbpedia.org/resource/Duane_Allman	Howard Duane Allman (November 20, 1946 – October 29, 1971) was an American rock guitarist, session musician, and the founder and original leader of the Allman Brothers Band, for which he was inducted into the Rock and Roll Hall of Fame in 1995.
398	have you ever loved a woman feat duane allman howard duane allman november 20 1946 october 29 1971 was an american rock guitarist session musician and the founder and original leader of the allman brothers band for which he was inducted into the rock and roll hall of fame in 1995	http://dbpedia.org/resource/Duane_Allman	Howard Duane Allman (November 20, 1946 – October 29, 1971) was an American rock guitarist, session musician, and the founder and original leader of the Allman Brothers Band, for which he was inducted into the Rock and Roll Hall of Fame in 1995.
399	mean old world		
400	black hearted woman		
401	no money down		
402	trouble no more		
