query_id	query
1027	where did pope benedict xvi live
1028	where do samsung lions play
1029	what did farrah dad do
1030	what language did the miwok indians speak
1031	who plays kermit in the muppets movie
1032	where was the gallipoli campaign waged
1033	where did eleanor roosevelt go to school
1034	who started twa airlines
1035	what illness does michael j fox have
1036	where is mark sanchez now
1037	what continent is south africa part of
1038	what happened to rev robert schuller
1039	where did paul ryan live
1040	when does the world cup occur
1041	where did robbie hummel go to high school
1042	what is jessica ennis sport
1043	what is the northeast of the united states
1044	who is the speaker of the house of representatives currently
1045	what did heisenberg say about electrons
1046	what made jimi hendrix great
1047	who is ruling north korea now
1048	who was the voice of nemo s dad
1049	what did jerry sandusky do to the children
1050	what is language in argentina
1051	who plays jacob black in the twilight movies
1052	what is the current government system in france
1053	who does christopher walken play in batman returns
1054	where did jennifer hudson go to school
1055	what was manchester united first name
1056	what currency is best to take to dominican republic
1057	what is george washington s legacy
1058	where does liz mcclarnon live
1059	who was audrey hepburn s husbands
1060	what is the last movie brittany murphy made
1061	where did woodrow wilson go to school
1062	what do do in nashville tn
1063	who does christina milian have a baby by
1064	what channel does anderson cooper come on
1065	where is luke bryan from
1066	what did people in the bible say about jesus
1067	what other political offices has obama been in
1068	what is tim tebow s religion
1069	which province in canada is the most populated
1070	who did howie long married
1071	what represents ghana
1072	what did johnny crawford sing
1073	what are the major languages of italy
1074	what part of the world is south africa in
1075	what type of government does iraq have 2012
1076	what time is world cup soccer
1077	where did france surrender ww2
1078	what is the state flower of pennsylvania
1079	what movies has taylor lautner
1080	where does peter king live
1081	what is the capital of kentucky known for its bluegrass
1082	what to see and do in revelstoke
1083	what is kevin durant play style
1084	who does leia think her father is
1085	what type of cancer did patrick swayze die from
1086	what is the biggest country in europe by population
1087	what has lucy hale played in
1088	what did barack obama do before he took office
1089	where did timothy mcveigh go to prison
1090	what to do in ottawa ontario today
1091	what country was bin laden from
1092	who is the president of the european union 2011
1093	what cities should i visit in california
1094	what planes does the navy have
1095	what time zone is the uk in right now
1096	where did apostle paul grow up
1097	who is nina dobrev playing in perks of being a wallflower
1098	what is the time in france if it is 8am in scotland
1099	what can you visit in london
1100	what do italy people eat for breakfast
1101	what art movement does vincent van gogh belong to
1102	what are some famous tourist attractions in germany
1103	who is the current president of dominican republic 2011
1104	what team does derek fisher play for 2012
1105	what famous book did benjamin franklin wrote
1106	where does fabio aurelio play
1107	who is the current president of china 2010
1108	what did audrey hepburn died of
1109	when was the last time the ny giants were in the super bowl
1110	what does latin america consist of
1111	when did democritus discovered the atom
1112	what college did tosh o go to
1113	what is the major language of jamaica
1114	who plays jackson gibbs on ncis
1115	what hemisphere south america
1116	what is cher s son s name
1117	who played mickey on days of our lives
1118	which jane austen books are movies
1119	what happened to the battle of shiloh
1120	what is there for kids to do in miami
1121	what party did john tyler belong to
1122	who are richard pryor children
1123	who was vice president under lincoln
1124	where is okemos michigan
1125	where was emperor tiberius born
1126	what to do at fairfield ca
1127	what god do catholics believe in
1128	what inspired michelangelo
1129	where is university of auburn
1130	who voiced meg in the pilot
1131	what are the official languages in spain
1132	what radio station does uga football come on
1133	what language do people in czech republic speak
1134	when did michael jordan started playing basketball in the nba
1135	what timezone is toronto gmt
1136	what did maria theresa rule
1137	where did roger moore live
1138	where is basque located
1139	what is the official language in mexico
1140	who seized power in italy in 1922
1141	what was the purpose of the 1964 gulf of tonkin resolution
1142	who played the voice of aladdin
1143	who did magellan sail for
1144	what does michael vick do
1145	what state was hillary clinton a senator for
1146	what date did kennedy become president
1147	what time zone is it in london england
1148	what did darry look like
1149	who was the 2nd prime minister of pakistan
1150	what is jackie kennedy famous for
1151	what did robert hooke discover
1152	what was wrong with joan crawford
1153	who is prime minister of japan 2012
1154	what teams are left in the nfl
1155	what was the cause of death for sage stallone
1156	what guitar does duane allman play
1157	where did giovanni pierluigi da palestrina live
1158	where is mount jefferson located
1159	what team is hank baskett playing for in 2010
1160	what was gregor mendel known for
1161	where is port st johns florida
1162	what year did william mckinley became president
1163	what does icelandic sound like
1164	what time period did jesus live in
1165	what city did esther live in
1166	what is my timezone in california
1167	what language does people in thailand speak
1168	who are the green bay packers owned by
1169	who is jason morgan married to in real life
1170	who has britney spears married
1171	what currency do they accept in kenya
1172	who is playing bilbo baggins
1173	where does sam shepard live
1174	who is the actor that plays rico in hannah montana
1175	what is the name of the new orleans saints football stadium
1176	where is port lavaca tx
1177	what college did magic johnson go to
1178	what does jackson browne sing
1179	who voice acts peter griffin
1180	what did nixon do when he was president
1181	what year was the new york blackout
1182	what language do u speak in egypt
1183	where to live near seattle wa
1184	who is angelina jolie s husband
1185	what country does iceland belong to
1186	who is henry david thoreau
1187	who was king hussein
1188	where is the dan patrick studio
1189	what is british columbia
1190	what is the dominican republic s capital
1191	what did the harlem renaissance created
1192	what movies has scarlett johansson played in
1193	where is merrell shoes headquarters
1194	who did joseph from the bible marry
1195	who did president kennedy marry
1196	where did carrie underwood live
1197	which countries use euro money
1198	what are the biggest cities in illinois
1199	what sports are played in canada
1200	what kind of system of government does the united states have
1201	who plays marvin eriksen
1202	what is the local language of israel
1203	who nominated stephen g breyer
1204	what is duncan bannatyne
1205	what is the currency name of china
1206	what caused the asian currency crisis
1207	where was ted kennedy buried
1208	when do we change the clocks in 2011 in australia
1209	where does frida kahlo live now
1210	what is happening in germany right now
1211	where do most chinese live
1212	what type of government does israel
1213	where is new york in the map
1214	what money is used in the ukraine
1215	where was hockey world cup 2010 held
1216	what county is plainfield il in
1217	who is the president of brazil now
1218	what is atlanta ga famous for
1219	what year did ted kennedy run for president
1220	where was toni braxton born and raised
1221	who are the current senators from missouri
1222	who does david beckham play for in 2012
1223	what is kareem abdul jabbar real name
1224	who does david carr play for
1225	who plays giles in buffy the vampire slayer
1226	where did laura bush grow up
1227	who is the current president of colombia 2011
1228	who was francis drake married to
1229	where did madoff live in nyc
1230	what did martin luther king jr do in his life
1231	what year did arizona diamondbacks win the world series
1232	what movies have kenya moore produced
1233	what did nick clegg study at university
1234	what kind government does the us have
1235	what type of political system does russia have
1236	what country did james watt come from
1237	what military school did poe attend
1238	who is country singer jewel married to
1239	what type of planes does virgin america fly
1240	what system of government is used in south korea
1241	who played luke skywalker in star wars episode 4
1242	where did henry knox die
1243	what was nelson mandela s religion
1244	what season does haley have her second baby
1245	from which university did president obama receive his bachelor s degree
1246	what are all the names of harry potter
1247	who is the president of israel 2012
1248	where is kate middleton spending christmas
1249	what happened to adolf hitler at the end of the war
1250	where will euro 2012 be
1251	what tv show did joey lawrence play on
1252	where was selena gomez really born
1253	what times is it in texas
1254	where did gettysburg start
1255	who is number 5 on the boston celtics
1256	what currency does turkey accept
1257	what country was jesus born
1258	how rich is the roman catholic church
1259	where does selena gomez live map
1260	what is the political system of the us
1261	when is the gold cup cheltenham
1262	when did miami dolphins win super bowl
1263	where are the seneca indians now
1264	what films have johnny depp been in
1265	where did martin luther live in
1266	what language does people speak in australia
1267	what party was lincoln affiliated with
1268	where was gabriel faure born
1269	who played carlton banks
1270	what did richard arkwright contribute to the industrial revolution
1271	what did wagner compose
1272	what kind of money to take to bahamas
1273	who currently owns the steelers
1274	who is the voice of stewie griffin from family guy
1275	what is benedict arnold famous for
1276	what timezone is toronto canada
1277	what city is fc schalke 04 in
1278	what are two countries in south america
1279	when was the last time the dallas cowboys went to the super bowl
1280	which airport to fly in rome
1281	what is the zip code for georgetown ga
1282	who is paul revere and what did he do
1283	what club team is diego forlan on
1284	who wrote luke bryan s drunk on you
1285	where do the orioles play spring training
1286	where did helen keller go to school
1287	where is mount vernon texas
1288	where does turkish language
1289	where did the assyrian empire start
1290	what did god say to abraham about circumcision
1291	which wife did king henry behead
1292	when did the new york mets start playing baseball
1293	what to see in dallas tx
1294	what was malcolm x trying to accomplish
1295	where was the vietnam war located
1296	what does starbucks sell
1297	when did joe walsh leave the eagles
1298	who did troy aikman play for
1299	what city is purdue university located
1300	when did herbert hoover become president
1301	what cases does the supreme court have original jurisdiction over
1302	what do tibetan people speak
1303	where is puntland somalia
1304	what county is orlando fl in
1305	what kind of government iran have
1306	what does united church of christ believe
1307	who plays alan parrish in jumanji
1308	what form of government does afghanistan have
1309	what was lincoln s wife s name
1310	where the murray river located
1311	what is vanderbilt s mascot
1312	who is kristen stewart parents
1313	who is lamar odom playing for in 2012
1314	who is galileo galilei and what is he famous for
1315	where is the capital of canada on the map
1316	what is the currency in the dominican republic called
1317	when did the lakers win the championship
1318	who drafted kevin garnett
1319	when did joe mcelderry won x factor
1320	what are the major languages spoken in italy
1321	where does the zambezi river begin
1322	when does ellen air
1323	what does uvm stand for college
1324	what is janelle monae famous for
1325	where is wellsville missouri
1326	what does the letters eu stand for
1327	what is the name of book written by helen keller
1328	what religion is sammy davis jr
1329	what did florence sabin do
1330	what country is barack obama from
1331	who created microsoft windows
1332	what ball does rickie fowler play
1333	what is venus named for
1334	what character does mila kunis play on family guy
1335	what war was george washington president during
1336	what countries are the mediterranean
1337	who won the governor election in puerto rico
1338	what countries does the niger river flow through
1339	who was leonardo da vinci teacher
1340	what year did steve nash play for the mavericks
1341	who played nba finals 2010
1342	what time zone am i in missouri
1343	what made ancient rome fall
1344	what is latin america spanish
1345	what is the name of justin bieber brother
1346	who was the first russian president
1347	what county is charlotte north carolina
1348	where is kentucky located
1349	where do the san francisco giants play baseball
1350	what mark zuckerberg
1351	what is the large mountain range in the western united states
1352	who does jemaine clement play in despicable me
1353	what jersey will the packers wear in the super bowl
1354	who all was richard burton married to
1355	who is the governor of wyoming currently
1356	what country is the iberian peninsula located in
1357	what age can a woman retire in australia
1358	what is the currency of sweden called
1359	what system of government is used in the united states of america
1360	what government did japan have
1361	what type of government and economic system does the united states have
1362	where did robert hooke get his education
1363	what did robin gibb died from
1364	what does the japanese call their country
1365	where did dr seuss go to school
1366	where to fly into bali
1367	what continent is australia in
1368	what is the battle of antietam
1369	what to do with kids in halifax
1370	where did matthias schleiden do his work
1371	who played eowyn in the lord of the rings movies
1372	where did the massive allied invasion of northern france take place in june 1944
1373	where is mitsubishi headquarters
1374	what are the four harry potter house names
1375	what writers influenced charles dickens
1376	who did jason segel date
1377	what do costa ricans speak
1378	who will sponsor kevin harvick in 2011
1379	what to do if you have one day in bangkok
1380	what movies have queen latifah played in
1381	how many major dialects are there in china
1382	what county is the city of hampton va in
1383	which countries speak english
1384	who played maxie jones on general hospital
1385	what movies does taylor lautner play in
1386	who was the first wife of prophet muhammad
1387	what countries do people speak portuguese
1388	where did frank bruno live
1389	what years did andrew jackson run for president
1390	who is daniel in the bible
1391	what kind of money should i bring to dominican
1392	where did walt disney live before he died
1393	where is port st lucie florida on the map
1394	when did the boston celtics win their first championship
1395	what should you see in london
1396	where is shawn johnson gymnast from
1397	who plays jacob black in twilight
1398	who killed david ruffin
1399	where is ann romney from
1400	what was eli whitney job
1401	where are vw cc made
1402	what party is bloomberg affiliated with
1403	what events led to napoleon s downfall
1404	what can you do in palm springs ca
1405	what teams are in the american league west
1406	who did etta james marry
1407	who does the voice of lois in family guy
1408	who is the ravens quarterback 2012
1409	what does jamaica manufacturer
1410	who was philip randolph
1411	who does dominic monaghan play in lord of the rings
1412	where french revolution
1413	who plays young john winchester in supernatural
1414	where did the name rome come from
1415	what shows did henry winkler produce
1416	what is the zip code for wildwood
1417	what team did kobe bryant play for first
1418	where did tim mcgraw grew up
1419	what team does lamar odom play for 2011
1420	who plays captain kirk in 2009
1421	what are the main languages of nigeria
1422	where did emily murphy go to school
1423	what does annie leibovitz do
1424	what happened vince mcmahon
1425	what did obama study in school
1426	what type of music is scott joplin
1427	who became president when roosevelt died in office
1428	in what city did machiavelli live
1429	where does bradley cooper live now
1430	where did reagan die
1431	where was alice paul born
1432	which continent is costa rica located
1433	who nominated anthony kennedy
1434	what did william howe do in the revolutionary war
1435	where does the zambezi river end
1436	what three countries does mexico border
1437	what does bill gates own
1438	what did newton discover or invent
1439	what art movements was henri matisse involved in
1440	what films has morgan freeman narrated
1441	what is yale university mascot
1442	what language do chinese
1443	when were the texas rangers started
1444	what awards has morgan freeman won
1445	where was san gabriel arcangel located
1446	what to do in seattle during the summer
1447	where did morgan freeman come from
1448	what bible does the catholic church follow
1449	what did baron de montesquieu die from
1450	where did richard nixon go to high school
1451	who did tyson chandler play for
1452	what was basketball player michael jordan s major in college
1453	what years the steelers won the super bowl
1454	who is the head coach of the tennessee titans
1455	what kourtney kardashian name her daughter
1456	what inspired monet
1457	what style of art does andy warhol do
1458	which countries does south africa export to
1459	when president lincoln was elected
1460	what year magic johnson retired
1461	where did the oakland raiders move from
1462	what songs did mozart write
1463	who plays kenneth on 30 rock
1464	what was arthur conan doyle famous for
1465	what is the jurisdiction of the us supreme court
1466	what team did john madden play football for
1467	where did james baldwin go to school
1468	what happened to sir thomas cromwell
1469	what did nintendo announce at e3 2012
1470	where did william mckinley go to high school
1471	who is the current leader of china and what is their title
1472	what form of government exists in china
1473	where is belgium at
1474	what college did michael jordan play basketball for
1475	where was princess leia raised
1476	where does the shannon river end
1477	what job does bill rancic have
1478	what was the name of wright brothers plane
1479	where was john f kennedy raised
1480	what to do and see in miami florida
1481	what are the holydays of obligation in the catholic church 2013
1482	what to see outside of paris
1483	who is the prime minister of ethiopia
1484	who won london mayoral elections 2012
1485	who played mason capwell
1486	where does kenya moore get her money
1487	where did chancellorsville battle take place
1488	what language does romanian people speak
1489	when did the raiders win the superbowl
1490	what victoria beckham kids names
1491	what county is novato california in
1492	what influenced andy warhol s work
1493	who has tom brady played for
1494	what are the main sports in new zealand
1495	what are the four official languages of nigeria
1496	what is the best neighborhood to live in dallas
1497	when did the houston rockets win the championship
1498	who played kitt in knight rider
1499	where does ryan lochte live now
1500	who was carrie underwood in soul surfer
1501	who does the islam worship
1502	where is st helens park nsw
1503	what are portuguese people considered
1504	what club did aguero play for before man city
1505	what currency in dominican republic should i bring
1506	where did boston terriers come from
1507	what kind of currency does greece have
1508	what did emily bronte died of
1509	who played lt uhura
1510	what is the dollar called in brazil
1511	what george washington carver famous for
1512	when did mary shelley write frankenstein what were the circumstances
1513	where to visit near bangkok
1514	what does australia export
1515	what shows did kellie martin star in
1516	who are the senators of kansas 2013
1517	who is garrett pretty little liars
1518	what did taylor swift do at the vmas 2012
1519	what year was tom brady drafted
1520	what currency does senegal use
1521	what currency does south africa have
1522	who is lamar odom married too
1523	what band did joe satriani play in
1524	who uses new king james bible
1525	where did michael jackson went to school
1526	where did pavlova originate
1527	what college did kevjumba
1528	what books did aristotle wrote
1529	what did gregor mendel conducted his experiments on
1530	what did frankie lymon die from
1531	who does tim howard play for club
1532	what kind of money does germany
1533	where is aviano air force base located
1534	where are sunbeam microwaves made
1535	what is the political system in italy
1536	what country did osama bin laden live in
1537	what kind of music does john mayer play
1538	who did draco malloy end up marrying
1539	what continent does israel belong to
1540	who did walter raleigh sail for
1541	what type of money does brazil have
1542	what language do the speak in switzerland
1543	what countries does the mississippi river run through
1544	where did matthias schleiden go to school
1545	where did irish people come from
1546	who was the general for the british in the revolutionary war
1547	when do they change the time in london
1548	what college did florence griffith joyner attend
1549	who was king or queen after james i
1550	what did hans oersted discovered in 1819
1551	what college did lil wayne graduated from
1552	what year did tim duncan enter the nba
1553	what position did john stockton play
1554	what teams did derek fisher play for in the nba
1555	what kind of government system does canada have
1556	where did jane austen grow up
1557	who was peter frampton married to
1558	what team does ladainian tomlinson play 4
1559	who has the voice of stewie griffin
1560	who does maggie grace play in taken
1561	who plays the voice of lois griffin on family guy
1562	what is the name of the sacred text of islam
1563	where put thermometer in turkey
1564	what is the money called in peru
1565	where did the houston oilers football team go
1566	who is ronaldo playing for now
1567	where is the country of panama located
1568	who does the uk trade with
1569	in what town did ned kelly and his family grow up
1570	what are all the things thomas edison invented
1571	what timezone does sweden have
1572	when did hurricane irene hit ct
1573	who is andy williams brother
1574	what state obama was born
1575	which airport is closest to barcelona port
1576	what team did albert pujols play for
1577	who did the philippines gain independence from
1578	where indian ocean is located
1579	what type of currency does brazil use
1580	where do houston aeros play
1581	what did mister rogers do before tv
1582	where did the florida marlins
1583	who played elle greenaway
1584	who is queen elizabeth 1 father
1585	what time zone is cincinnati oh in
1586	where did gareth southgate play
1587	what are the airports in chicago
1588	what episode did kate leave ncis
1589	what kind of money do the netherlands use
1590	when are school holidays in queensland 2013
1591	what province is canada s capital located in
1592	what high school did president bill clinton attend
1593	who owns the sf giants owner
1594	what types of government does china have
1595	what are the major languages in italy
1596	who plays miley cyrus brother
1597	what is the mascot of dartmouth college
1598	what type of guitar does kirk hammett play
1599	what time zones are there in the us
1600	where english is spoken in the world
1601	what kind of money is used in israel
1602	who was the winner of the 2009 nobel peace prize
1603	what is the official language spoken in mexico
1604	where do the japanese live
1605	who plays ray barone
1606	who does cristiano ronaldo play for
1607	what language does greece use
1608	when did allen iverson get drafted
1609	when does canada s wonderland close
1610	what is julia gillard famous for
1611	where is the gulf of st lawrence river
1612	what is the timezone in england called
1613	what is considered eastern canada
1614	what do the symbols in the illinois flag represent
1615	where is somalia located
1616	what is medicare a
1617	what language is cyprus using
1618	when did yuvraj made his odi debut
1619	what date was abraham lincoln inaugurated
1620	what sport does sally pearson compete in
1621	what year did allen iverson get married
1622	what countries are on the mediterranean sea
1623	where is rome italy located on a map
1624	what is the bosnian language
1625	where was the battle of waterloo held
1626	what country is the mekong river located in
1627	what countries did queen victoria rule
1628	where is luke afb arizona
1629	who was kim kardashian s first husband
1630	what movies were michael clarke duncan
1631	what is the main language of israel
1632	what type of political system does iran have
1633	where did bernie madoff work
1634	what state is the george washington university in
1635	when was the last time the orioles had a winning season
1636	what has sara paxton been in
1637	what is the closest airport to naples florida
1638	what did amerigo vespucci explore
1639	what sea does the yangtze river flow into
1640	who played jacob black
1641	what was king louis xiv religion
1642	what is there to see near the grand canyon
1643	who was irving berlin and what did he do
1644	where is pyramids of giza located
1645	where did andreas vesalius die
1646	where is oceania on a map
1647	what does qatar export
1648	what time does target in alhambra close
1649	what state is rick santorum from
1650	what are the countries and capitals of central america
1651	where did newt gingrich attend college
1652	who did anne frank wrote her diary to
1653	who is liz lemon getting married to
1654	where do most of the people in egypt live
1655	what is the name of money in brazil
1656	who does the islamic worship
1657	what year did william jennings bryan run for president
1658	what are the names of walt disney kids
1659	where are the netherlands on a world map
1660	who is the president of cuba in 2009
1661	what countries do they speak italian
1662	what is american pie about song
1663	what is the king of spain s name
1664	what are the 2 conferences in the nfl
1665	where did noah live before the flood
1666	what state does selena gomez
1667	where is alexandria located
1668	what cancer did audrey hepburn died of
1669	who plays claudia joy on army wives
1670	what is the capital city of canada on a map
1671	what does julian clary do
1672	what county is morristown tn in
1673	what country is singapore next to
1674	what currency do mexico use
1675	what province is toronto canada located in
1676	what type of government system does saudi arabia have
1677	when did the orioles win the pennant
1678	what is chris paul s son name
1679	what is st mary mascot
1680	who is the leader of cuba 2012
1681	what years did the orioles play in the world series
1682	what is the first book sherlock holmes appeared in
1683	what middle school did barack obama attend
1684	what is the zip code for trenton ohio
1685	who does blake griffin play for in the nba
1686	when is the new series of the only way is essex starting
1687	what episode does rukia fade away
1688	who wrote 2 timothy 4
1689	what kinda music does john mayer sing
1690	where is mount whitney
1691	who did mario lopez just marry
1692	when did ny giants win the superbowl
1693	where is the french alps located
1694	who is kobe bryant dad
1695	where was st elizabeth ann seton born
1696	who did tebow get traded to
1697	what was marie curie best known for
1698	what type of government does vietnam have today
1699	who won 2001 fa cup
1700	what was antonio vivaldi known for
1701	what are bridgit mendler s parents names
1702	what land did god promise joshua
1703	who plays saruman in lord of the rings
1704	who was louis xvi
1705	who is golfer dustin johnson dating
1706	when was gardasil released to the public
1707	which hmv stores are open
1708	who owns audi 2011
1709	what year did dwayne wade came to the nba
1710	who invented facebook wikipedia
1711	what money is used in mozambique
1712	which province is calgary canada in
1713	when did venus williams win wimbledon
1714	what movies has selena gomez starred in
1715	what currency is used in england 2012
1716	what airport is closest to palm springs
1717	what airport do you fly into for destin
1718	in which state did the santa fe trail begin
1719	what movies does alyson stoner play in
1720	what each fold of the us flag means
1721	what countries did czechoslovakia become
1722	who did queen mary marry
1723	what is the money currency in guatemala
1724	what does rob kardashian do for living
1725	what a city in montana
1726	what style of art is salvador dali
1727	where are facebook headquarters located
1728	who will alex smith play for in 2011
1729	what are some places to visit in new york
1730	what to do in cancun with family
1731	who was reese witherspoon married too
1732	when was george w bush sworn in
1733	where the english came from
1734	what did johannes kepler accomplish
1735	what is the main language spoken in switzerland
1736	who is princess leia
1737	where was president chester arthur born
1738	who started southwest airlines
1739	what lead to the fall of the ottoman empire
1740	who was the original voice of meg on family guy
1741	where did kate middleton go to prep school
1742	what is the language used in indonesia
1743	what country is located in the balkan peninsula
1744	what was eli whitney nationality
1745	who influenced michael jackson
1746	who did ayrton senna drive for
1747	what influenced william morris to be an artist
1748	what movies have adam sandler been in
1749	what years have the dodgers won the world series
1750	what primary school did sir isaac newton go to
1751	what county is duluth minnesota in
1752	who was darth vader in episode 3
1753	what was william faulkner known for
1754	what would happen if the new madrid fault had an earthquake
1755	when will muharram start 2011
1756	where did japan invade to get resources
1757	what highschool did bill gates graduated from
1758	what did roger sherman do for a living
1759	what instruments does katy perry play
1760	what is capital city of ontario
1761	what films has kristen stewart starred in
1762	what inspired van gogh work
1763	what language do brazil speak
1764	where is bob marley from where was he born
1765	what did darwin propose as the mechanism of evolution
1766	what to see and do in san diego california
1767	what year did edgar allan poe go to college
1768	what language do argentina use
1769	where did paul ryan attend college
1770	who has played edward quartermaine on general hospital
1771	who is the seattle seahawks starting quarterback
1772	what country speak english as native language
1773	what state did al gore represent
1774	what year did baltimore ravens win the superbowl
1775	what did nick carter sister died of
1776	where did chris cuomo go
1777	who do rastafarians worship
1778	who founded collegehumor
1779	who is the ravens coach
1780	what did skinner believe
1781	what did bob ross die of
1782	who is playing bilbo in the hobbit movie
1783	what kind of language do irish speak
1784	where is alex smith from
1785	what college did matt schaub play for
1786	who is robert downey jr wife
1787	what year did the vietnam war happen
1788	what college did joe namath attend
1789	what team does diego forlan currently play for
1790	who was the communist dictator of north korea
1791	who is the prime minister of new zealand now
1792	who is jensen ackles in a relationship with
1793	what are the names of michael jackson movies
1794	where is the fukushima daiichi located
1795	who were demeter s brothers and sisters
1796	where was the assyrian civilization located
1797	what sports do canadians like
1798	who should play harley quinn
1799	what do they call football in spanish
1800	what kind of language do they speak in china
1801	what timezone is new mexico currently in
1802	what music did antonio vivaldi compose
1803	what did whitney houston die off
1804	who was rudolf virchow
1805	what is the capital city of assyrian empire
1806	where do the ny rangers play
1807	what city and state was the air force academy established
1808	what money is used in ukraine
1809	when and where did the battle of antietam take place
1810	who voiced darth vader in revenge of the sith
1811	who runs the cornelia marie now
1812	what is a judge in the supreme court called
1813	where did bob barker grow up
1814	what do you call money in brazil
1815	what was the name of the book that charles darwin wrote
1816	what 6 states border south dakota
1817	where is murray kentucky
1818	where did pizarro land
1819	who is gilbert gottfried snl
1820	what time zone am i in cleveland ohio
1821	what university did tony romo go to
1822	what is the buddhist holy book
1823	who plays paul blart
1824	what is there to do in niagara falls new york
1825	what does george soros believe
1826	what other countries share a border with china
1827	who plays stella in coronation street
1828	what religion was mary todd lincoln
1829	what is the currency in germany in 2010
1830	who played elaine s boyfriend on seinfeld
1831	what is the timezone in vancouver
1832	what kind of music did michael jackson sing
1833	when was blessed kateri born
1834	what did neil say on the moon
1835	where to exchange euros in pittsburgh
1836	what is illinois state flower called
1837	what movies did miley cyrus play in
1838	what currency does thailand accept
1839	what kind of guitar does lindsey buckingham play
1840	what year did tut became king
1841	what is the currency of mexico called
1842	where did theodore roosevelt live before he became president
1843	who plays claire in lost
1844	who all has kim kardashian dated
1845	what city did obama grow up in
1846	what language do russian people speak
1847	where was obama born
1848	what government does france have
1849	what games did bungie make
1850	what time zone is it in california
1851	what did eli whitney invented
1852	who does joakim noah play for
1853	where did sir ernest shackleton live
1854	what to do in midland tx this weekend
1855	what experiments did marie curie conduct
1856	who is the arizona cardinals football coach
1857	what did jack kevorkian go to prison for
1858	what country did john cabot sail for
1859	what are the zoroastrian scriptures called
1860	where does spencer pratt go to school
1861	who is the current leader of china today
1862	what character did brian austin green play on 90210
1863	where does the st joe river start
1864	what is african american literature
1865	where is located cornell university
1866	what currency does brazil use
1867	where is arabic used
1868	where did jerry spinelli go to college
1869	what language do they speak in thai
1870	where did jack johnson go to high school
1871	what are some of the religions in australia
1872	what county is tampa located in
1873	what three continents touch the atlantic ocean
1874	when did toronto blue jays become a team
1875	which ocean does the murray river flow into
1876	where is the caribbean geographically located
1877	what type of money do you use in cuba
1878	where does norway get their oil
1879	when was tom brady first superbowl win
1880	what teams has lionel messi played for
1881	where is texas rangers home stadium
1882	where is red lake ontario
1883	what did whitney houston die of
1884	where did willy wonka take place
1885	who played marty mcfly s dad
1886	where does missouri river end
1887	what state did george washington live in
1888	what language do they speak in iceland wikipedia
1889	what is the china money called
1890	what major landforms are located in egypt
1891	who was louis riel
1892	what money do you use in aruba
1893	what language do they speak brazil
1894	what was the first newspaper called in australia
1895	who was the queen of the iceni tribe
1896	what type of business is mitt romney in
1897	where is the nation of greece located
1898	where to hang out in chicago
1899	what country did ponce de leon live in
1900	what did isaac newton contribute to science
1901	what language does people in france speak
1902	where do haitian people come from
1903	who played princess leia in star wars movies
1904	who does david beckham play for in 2013
1905	what year was the cubs last world series
1906	what is the zip code for cordova tn
1907	where did david duke go to college
1908	what does george soros own
1909	where is jack daniel buried
1910	what movies did angelina jolie star in
1911	what are some of the awards taylor swift has won
1912	what currency do i take to turkey
1913	who was charles darwin married to
1914	when does ramadan end 2012 indonesia
1915	what timezone is the state of texas
1916	what films did patrick swayze star in
1917	who plays lola bunny in the looney tunes show
1918	what position did george washington serve in the constitutional convention
1919	what is the official language of the ukraine
1920	what religion in thailand
1921	what movies gerard butler in
1922	what years have the cubs been in the world series
1923	what are the major cities in france
1924	what language do they speak in egyptian
1925	what did george v die of
1926	who does the voice of kitt in knight rider
1927	what market does starbucks operate in
1928	what type of government does the nigeria have
1929	where is usc from
1930	who plays dante falconeri
1931	what did jimmy valvano die with
1932	where is devon sawa now
1933	what is the name of walt disney s son
1934	what movies has angelina jolie in
1935	what is the government of spain today
1936	who succeeded william mckinley as president
1937	who did butler beat last night
1938	what did thoreau die from
1939	where do logan browning live
1940	where is spain exactly located
1941	what places made up the western roman empire
1942	what group is aubrey o day in
1943	what does bob dylan sing
1944	where did galileo go to school
1945	what is the work of charles darwin
1946	who were queen elizabeth 1 parents
1947	what else is there in orlando besides disney
1948	what wars did ulysses s grant served in
1949	when was the last shark attack in maui
1950	what type of government does fiji have
1951	who killed harvey milk
1952	what movies did howard shore wrote the music for
1953	what country was juan ponce de leon from
1954	what city was leonardo da vinci from
1955	what is north dakota state s mascot
1956	who does marion barber play 4
1957	what did mary harris jones accomplish
1958	where is the pepsi center
1959	what position does ray allen
1960	where did nadia boulanger live
1961	where was emperor qin shi huang born
1962	what did dr carter g woodson do
1963	which country has won the cricket world cup the most times
1964	what form of government does russia have today
1965	what did hitler do bad
1966	what did the ottoman empire look like
1967	what movies did jj abrams direct
1968	who did the voice of kitt in knight rider
1969	where did john howard live
1970	where is martin cooper from
1971	what is the very first harry potter book
1972	where are the nfl redskins from
1973	what countries are included in the netherlands
1974	who played andy in toy story 3
1975	what airport is closer to downtown houston
1976	what challenges did helen keller have to face
1977	what year was michael jordan rookie year
1978	what year did john glenn walk on the moon
1979	what language do egyptians use
1980	what nation did hitler lead
1981	what movies did charlie hunnam play in
1982	what year did johnny cash die and how old was he
1983	what do they speak iceland
1984	what nestle owns
1985	who the voice of jack skellington
1986	who is the current coach of the new york knicks
1987	what is the name of the book hitler wrote while in prison
1988	who was real housewives brandi married to
1989	what is the currency in australia 2011
1990	what form of government does czech republic have
